# 2022-02-10, 15:30:32.679328
# fs = 25 Hz, N = 512
# NI 9201, 17.0.0
t,ai0
0.000000000,0.147404856
0.040000000,-0.695628616
0.080000000,0.990438328
0.120000000,-0.896106088
0.160000000,0.460972184
0.200000000,0.147404856
0.240000000,-0.700769064
0.280000000,0.985297880
0.320000000,-0.901246536
0.360000000,0.466112632
0.400000000,0.147404856
0.440000000,-0.705909512
0.480000000,0.985297880
0.520000000,-0.896106088
0.560000000,0.466112632
0.600000000,0.142264408
0.640000000,-0.695628616
0.680000000,0.985297880
0.720000000,-0.896106088
0.760000000,0.460972184
0.800000000,0.137123960
0.840000000,-0.695628616
0.880000000,0.980157432
0.920000000,-0.896106088
0.960000000,0.466112632
1.000000000,0.142264408
1.040000000,-0.700769064
1.080000000,0.980157432
1.120000000,-0.901246536
1.160000000,0.471253080
1.200000000,0.147404856
1.240000000,-0.700769064
1.280000000,0.985297880
1.320000000,-0.896106088
1.360000000,0.460972184
1.400000000,0.142264408
1.440000000,-0.695628616
1.480000000,0.985297880
1.520000000,-0.896106088
1.560000000,0.460972184
1.600000000,0.147404856
1.640000000,-0.700769064
1.680000000,0.985297880
1.720000000,-0.901246536
1.760000000,0.460972184
1.800000000,0.147404856
1.840000000,-0.695628616
1.880000000,0.980157432
1.920000000,-0.890965640
1.960000000,0.460972184
2.000000000,0.137123960
2.040000000,-0.695628616
2.080000000,0.980157432
2.120000000,-0.901246536
2.160000000,0.466112632
2.200000000,0.142264408
2.240000000,-0.700769064
2.280000000,0.985297880
2.320000000,-0.901246536
2.360000000,0.466112632
2.400000000,0.142264408
2.440000000,-0.695628616
2.480000000,0.985297880
2.520000000,-0.901246536
2.560000000,0.466112632
2.600000000,0.137123960
2.640000000,-0.695628616
2.680000000,0.985297880
2.720000000,-0.901246536
2.760000000,0.466112632
2.800000000,0.147404856
2.840000000,-0.695628616
2.880000000,0.980157432
2.920000000,-0.901246536
2.960000000,0.466112632
3.000000000,0.152545304
3.040000000,-0.690488168
3.080000000,0.985297880
3.120000000,-0.901246536
3.160000000,0.466112632
3.200000000,0.147404856
3.240000000,-0.700769064
3.280000000,0.985297880
3.320000000,-0.896106088
3.360000000,0.466112632
3.400000000,0.147404856
3.440000000,-0.700769064
3.480000000,0.990438328
3.520000000,-0.901246536
3.560000000,0.466112632
3.600000000,0.147404856
3.640000000,-0.700769064
3.680000000,0.980157432
3.720000000,-0.906386984
3.760000000,0.460972184
3.800000000,0.147404856
3.840000000,-0.711049960
3.880000000,0.985297880
3.920000000,-0.901246536
3.960000000,0.460972184
4.000000000,0.142264408
4.040000000,-0.695628616
4.080000000,0.990438328
4.120000000,-0.901246536
4.160000000,0.466112632
4.200000000,0.142264408
4.240000000,-0.700769064
4.280000000,0.985297880
4.320000000,-0.901246536
4.360000000,0.471253080
4.400000000,0.147404856
4.440000000,-0.695628616
4.480000000,0.985297880
4.520000000,-0.906386984
4.560000000,0.466112632
4.600000000,0.137123960
4.640000000,-0.705909512
4.680000000,0.980157432
4.720000000,-0.890965640
4.760000000,0.471253080
4.800000000,0.142264408
4.840000000,-0.700769064
4.880000000,0.980157432
4.920000000,-0.896106088
4.960000000,0.471253080
5.000000000,0.142264408
5.040000000,-0.705909512
5.080000000,0.975016984
5.120000000,-0.896106088
5.160000000,0.466112632
5.200000000,0.142264408
5.240000000,-0.700769064
5.280000000,0.985297880
5.320000000,-0.901246536
5.360000000,0.460972184
5.400000000,0.142264408
5.440000000,-0.700769064
5.480000000,0.980157432
5.520000000,-0.901246536
5.560000000,0.460972184
5.600000000,0.142264408
5.640000000,-0.700769064
5.680000000,0.985297880
5.720000000,-0.901246536
5.760000000,0.471253080
5.800000000,0.142264408
5.840000000,-0.700769064
5.880000000,0.980157432
5.920000000,-0.896106088
5.960000000,0.466112632
6.000000000,0.147404856
6.040000000,-0.695628616
6.080000000,0.985297880
6.120000000,-0.901246536
6.160000000,0.476393528
6.200000000,0.147404856
6.240000000,-0.700769064
6.280000000,0.980157432
6.320000000,-0.896106088
6.360000000,0.466112632
6.400000000,0.137123960
6.440000000,-0.700769064
6.480000000,0.980157432
6.520000000,-0.901246536
6.560000000,0.471253080
6.600000000,0.142264408
6.640000000,-0.695628616
6.680000000,0.990438328
6.720000000,-0.896106088
6.760000000,0.466112632
6.800000000,0.142264408
6.840000000,-0.695628616
6.880000000,0.985297880
6.920000000,-0.901246536
6.960000000,0.471253080
7.000000000,0.142264408
7.040000000,-0.695628616
7.080000000,0.980157432
7.120000000,-0.901246536
7.160000000,0.471253080
7.200000000,0.137123960
7.240000000,-0.700769064
7.280000000,0.980157432
7.320000000,-0.901246536
7.360000000,0.471253080
7.400000000,0.142264408
7.440000000,-0.705909512
7.480000000,0.985297880
7.520000000,-0.901246536
7.560000000,0.466112632
7.600000000,0.131983512
7.640000000,-0.695628616
7.680000000,0.980157432
7.720000000,-0.901246536
7.760000000,0.466112632
7.800000000,0.147404856
7.840000000,-0.700769064
7.880000000,0.985297880
7.920000000,-0.901246536
7.960000000,0.471253080
8.000000000,0.142264408
8.040000000,-0.690488168
8.080000000,0.985297880
8.120000000,-0.896106088
8.160000000,0.466112632
8.200000000,0.137123960
8.240000000,-0.695628616
8.280000000,0.985297880
8.320000000,-0.896106088
8.360000000,0.466112632
8.400000000,0.142264408
8.440000000,-0.700769064
8.480000000,0.980157432
8.520000000,-0.896106088
8.560000000,0.460972184
8.600000000,0.137123960
8.640000000,-0.700769064
8.680000000,0.985297880
8.720000000,-0.896106088
8.760000000,0.466112632
8.800000000,0.137123960
8.840000000,-0.700769064
8.880000000,0.980157432
8.920000000,-0.901246536
8.960000000,0.476393528
9.000000000,0.142264408
9.040000000,-0.700769064
9.080000000,0.985297880
9.120000000,-0.901246536
9.160000000,0.460972184
9.200000000,0.137123960
9.240000000,-0.695628616
9.280000000,0.980157432
9.320000000,-0.896106088
9.360000000,0.471253080
9.400000000,0.131983512
9.440000000,-0.700769064
9.480000000,0.990438328
9.520000000,-0.901246536
9.560000000,0.471253080
9.600000000,0.131983512
9.640000000,-0.700769064
9.680000000,0.985297880
9.720000000,-0.901246536
9.760000000,0.466112632
9.800000000,0.131983512
